adaptive_NIS,fixed_NIS
0.3001199999999999,0.3001199999999999
0.30011999999999994,0.30011999999999994
0.30011999999999983,0.30011999999999983
0.30012000000000005,0.30012000000000005
0.3001199999999998,0.3001199999999998
0.30012000000000005,0.30012000000000005
0.30012,0.30012
0.30011999999999983,0.30011999999999983
0.30011999999999983,0.30011999999999983
0.3001200000000001,0.3001200000000001
0.30012,0.30012
0.30012,0.30012
0.3001199999999998,0.3001199999999998
0.3001200000000001,0.3001200000000001
0.3001199999999998,0.3001199999999998
0.3001199999999997,0.3001199999999997
0.30011999999999994,0.30011999999999994
0.3001199999999999,0.3001199999999999
0.3001199999999998,0.3001199999999998
0.30012000000000005,0.30012000000000005
0.3001200000000001,0.3001200000000001
0.30012,0.30012
0.30012,0.30012
0.30011999999999983,0.30011999999999983
0.30012000000000016,0.30012000000000016
0.30011999999999983,0.30011999999999983
0.3001199999999998,0.3001199999999998
0.30011999999999983,0.30011999999999983
0.3001199999999998,0.3001199999999998
0.30012000000000016,0.30012000000000016
0.30012000000000016,0.30012000000000016
0.3001199999999998,0.3001199999999998
0.30011999999999994,0.30011999999999994
0.3001199999999998,0.3001199999999998
0.30011999999999994,0.30011999999999994
0.30011999999999994,0.30011999999999994
0.3001199999999997,0.3001199999999997
0.30012,0.30012
0.30011999999999955,0.30011999999999955
0.30012000000000016,0.30012000000000016
0.30011999999999983,0.30011999999999983
0.3001199999999999,0.3001199999999999
0.30011999999999983,0.30011999999999983
0.30012000000000005,0.30012000000000005
0.30011999999999983,0.30011999999999983
0.30012,0.30012
0.30011999999999983,0.30011999999999983
0.30011999999999994,0.30011999999999994
0.30012000000000016,0.30012000000000016
0.3001199999999999,0.3001199999999999
0.3001199999999999,0.3001199999999999
0.30011999999999983,0.30011999999999983
0.30012,0.30012
0.30012000000000005,0.30012
0.306098112750826,0.30011999999999983
0.31247571415396835,0.3001199999999998
0.3162388183391142,0.3001199999999999
0.33024946097972596,0.3001200000000001
0.3370341177430519,0.30012000000000016
